window_start_utc,settled_up,slug,source,up_mid_open,mid_seconds_remaining,open_price,close_price
2025-12-25 23:15:00+00:00,0,btc-updown-15m-1766704500,bot.hist_windows,,,,
2025-12-25 23:30:00+00:00,0,btc-updown-15m-1766705400,bot.hist_windows,,,,
2025-12-25 23:45:00+00:00,1,btc-updown-15m-1766706300,bot.hist_windows,,,,
2025-12-26 00:00:00+00:00,0,btc-updown-15m-1766707200,bot.hist_windows,,,,
2025-12-26 00:15:00+00:00,0,btc-updown-15m-1766708100,bot.hist_windows,,,,
2025-12-26 00:30:00+00:00,0,btc-updown-15m-1766709000,bot.hist_windows,,,,
2025-12-26 00:45:00+00:00,1,btc-updown-15m-1766709900,bot.hist_windows,,,,
2025-12-26 01:00:00+00:00,1,btc-updown-15m-1766710800,bot.hist_windows,,,,
2025-12-26 01:15:00+00:00,1,btc-updown-15m-1766711700,bot.hist_windows,,,,
2025-12-26 01:30:00+00:00,1,btc-updown-15m-1766712600,bot.hist_windows,,,,
2025-12-26 01:45:00+00:00,1,btc-updown-15m-1766713500,bot.hist_windows,,,,
2025-12-26 02:00:00+00:00,1,btc-updown-15m-1766714400,bot.hist_windows,,,,
2025-12-26 02:15:00+00:00,1,btc-updown-15m-1766715300,bot.hist_windows,,,,
2025-12-26 02:30:00+00:00,1,btc-updown-15m-1766716200,bot.hist_windows,,,,
2025-12-26 02:45:00+00:00,0,btc-updown-15m-1766717100,bot.hist_windows,,,,
2025-12-26 03:00:00+00:00,0,btc-updown-15m-1766718000,bot.hist_windows,,,,
2025-12-26 03:15:00+00:00,0,btc-updown-15m-1766718900,bot.hist_windows,,,,
2025-12-26 03:30:00+00:00,0,btc-updown-15m-1766719800,bot.hist_windows,,,,
2025-12-26 03:45:00+00:00,1,btc-updown-15m-1766720700,bot.hist_windows,,,,
2025-12-26 04:00:00+00:00,0,btc-updown-15m-1766721600,bot.hist_windows,,,,
2025-12-26 04:15:00+00:00,0,btc-updown-15m-1766722500,bot.hist_windows,,,,
2025-12-26 04:30:00+00:00,1,btc-updown-15m-1766723400,bot.hist_windows,,,,
2025-12-26 04:45:00+00:00,0,btc-updown-15m-1766724300,bot.hist_windows,,,,
2025-12-26 05:00:00+00:00,0,btc-updown-15m-1766725200,bot.hist_windows,,,,
2025-12-26 05:15:00+00:00,0,btc-updown-15m-1766726100,bot.hist_windows,,,,
2025-12-26 05:30:00+00:00,0,btc-updown-15m-1766727000,bot.hist_windows,,,,
2025-12-26 05:45:00+00:00,1,btc-updown-15m-1766727900,bot.hist_windows,,,,
2025-12-26 06:00:00+00:00,1,btc-updown-15m-1766728800,bot.hist_windows,,,,
2025-12-26 06:15:00+00:00,0,btc-updown-15m-1766729700,bot.hist_windows,,,,
2025-12-26 06:30:00+00:00,1,btc-updown-15m-1766730600,bot.hist_windows,,,,
2025-12-26 06:45:00+00:00,0,btc-updown-15m-1766731500,bot.hist_windows,,,,
2025-12-26 07:00:00+00:00,1,btc-updown-15m-1766732400,bot.hist_windows,,,,
2025-12-26 07:15:00+00:00,1,btc-updown-15m-1766733300,bot.hist_windows,,,,
2025-12-26 07:30:00+00:00,0,btc-updown-15m-1766734200,bot.hist_windows,,,,
2025-12-26 07:45:00+00:00,0,btc-updown-15m-1766735100,bot.hist_windows,,,,
2025-12-26 08:00:00+00:00,1,btc-updown-15m-1766736000,bot.hist_windows,,,,
2025-12-26 08:15:00+00:00,1,btc-updown-15m-1766736900,bot.hist_windows,,,,
2025-12-26 08:30:00+00:00,0,btc-updown-15m-1766737800,bot.hist_windows,,,,
2025-12-26 08:45:00+00:00,1,btc-updown-15m-1766738700,bot.hist_windows,,,,
2025-12-26 09:00:00+00:00,0,btc-updown-15m-1766739600,bot.hist_windows,,,,
2025-12-26 09:15:00+00:00,1,btc-updown-15m-1766740500,bot.hist_windows,,,,
2025-12-26 09:30:00+00:00,1,btc-updown-15m-1766741400,bot.hist_windows,,,,
